"","1","2","3","4","5"
"Probability of clinician DLT",0.05,0.1,0.12,0.15,0.2
"Probability of patient DLT",0.04,0.09,0.17,0.2,0.25
"Probability recommended as MTD",0.0016,0.06,0.2872,0.4384,0.2128
"Probability of clinician DLT1",0.05,0.1,0.12,0.15,0.2
"Probability of patient DLT1",0.09,0.17,0.2,0.25,0.35
"Probability recommended as MTD1",0.004,0.1136,0.3944,0.3704,0.1176
"Probability of clinician DLT2",0.05,0.1,0.12,0.15,0.2
"Probability of patient DLT2",0.17,0.2,0.25,0.35,0.5
"Probability recommended as MTD2",0.0272,0.2,0.4264,0.2824,0.064
"Probability of clinician DLT3",0.05,0.1,0.12,0.15,0.2
"Probability of patient DLT3",0.2,0.25,0.35,0.5,0.65
"Probability recommended as MTD3",0.0568,0.34,0.4456,0.1488,0.0088
"Probability of clinician DLT4",0.05,0.1,0.12,0.15,0.2
"Probability of patient DLT4",0.25,0.35,0.5,0.65,0.8
"Probability recommended as MTD4",0.1656,0.532,0.272,0.0304,0
"Probability of clinician DLT5",0.05,0.1,0.12,0.15,0.2
"Probability of patient DLT5",0.35,0.5,0.65,0.8,0.85
"Probability recommended as MTD5",0.552,0.3984,0.048,0.0016,0
"Probability of clinician DLT6",0.1,0.12,0.15,0.2,0.25
"Probability of patient DLT6",0.04,0.09,0.17,0.2,0.25
"Probability recommended as MTD6",0.0168,0.1272,0.3824,0.3328,0.1408
"Probability of clinician DLT7",0.1,0.12,0.15,0.2,0.25
"Probability of patient DLT7",0.09,0.17,0.2,0.25,0.35
"Probability recommended as MTD7",0.0136,0.1744,0.3904,0.3296,0.092
"Probability of clinician DLT8",0.1,0.12,0.15,0.2,0.25
"Probability of patient DLT8",0.17,0.2,0.25,0.35,0.5
"Probability recommended as MTD8",0.048,0.2744,0.4192,0.2368,0.0216
"Probability of clinician DLT9",0.1,0.12,0.15,0.2,0.25
"Probability of patient DLT9",0.2,0.25,0.35,0.5,0.65
"Probability recommended as MTD9",0.064,0.368,0.4528,0.1112,0.004
"Probability of clinician DLT10",0.1,0.12,0.15,0.2,0.25
"Probability of patient DLT10",0.25,0.35,0.5,0.65,0.8
"Probability recommended as MTD10",0.1688,0.5464,0.2656,0.0184,8e-04
"Probability of clinician DLT11",0.1,0.12,0.15,0.2,0.25
"Probability of patient DLT11",0.35,0.5,0.65,0.8,0.85
"Probability recommended as MTD11",0.576,0.3752,0.044,0.0048,0
"Probability of clinician DLT12",0.12,0.15,0.2,0.25,0.4
"Probability of patient DLT12",0.04,0.09,0.17,0.2,0.25
"Probability recommended as MTD12",0.0256,0.2168,0.3696,0.3016,0.0864
"Probability of clinician DLT13",0.12,0.15,0.2,0.25,0.4
"Probability of patient DLT13",0.09,0.17,0.2,0.25,0.35
"Probability recommended as MTD13",0.0416,0.2648,0.3976,0.2448,0.0512
"Probability of clinician DLT14",0.12,0.15,0.2,0.25,0.4
"Probability of patient DLT14",0.17,0.2,0.25,0.35,0.5
"Probability recommended as MTD14",0.0616,0.3256,0.42,0.1752,0.0176
"Probability of clinician DLT15",0.12,0.15,0.2,0.25,0.4
"Probability of patient DLT15",0.2,0.25,0.35,0.5,0.65
"Probability recommended as MTD15",0.064,0.4208,0.4112,0.1,0.004
"Probability of clinician DLT16",0.12,0.15,0.2,0.25,0.4
"Probability of patient DLT16",0.25,0.35,0.5,0.65,0.8
"Probability recommended as MTD16",0.192,0.5504,0.2368,0.0208,0
"Probability of clinician DLT17",0.12,0.15,0.2,0.25,0.4
"Probability of patient DLT17",0.35,0.5,0.65,0.8,0.85
"Probability recommended as MTD17",0.592,0.3672,0.04,8e-04,0
"Probability of clinician DLT18",0.15,0.2,0.25,0.4,0.55
"Probability of patient DLT18",0.04,0.09,0.17,0.2,0.25
"Probability recommended as MTD18",0.0816,0.3408,0.4104,0.1544,0.0128
"Probability of clinician DLT19",0.15,0.2,0.25,0.4,0.55
"Probability of patient DLT19",0.09,0.17,0.2,0.25,0.35
"Probability recommended as MTD19",0.0984,0.3584,0.3936,0.1408,0.0088
"Probability of clinician DLT20",0.15,0.2,0.25,0.4,0.55
"Probability of patient DLT20",0.17,0.2,0.25,0.35,0.5
"Probability recommended as MTD20",0.1152,0.3696,0.3888,0.1208,0.0056
"Probability of clinician DLT21",0.15,0.2,0.25,0.4,0.55
"Probability of patient DLT21",0.2,0.25,0.35,0.5,0.65
"Probability recommended as MTD21",0.1416,0.4592,0.3352,0.0624,0.0016
"Probability of clinician DLT22",0.15,0.2,0.25,0.4,0.55
"Probability of patient DLT22",0.25,0.35,0.5,0.65,0.8
"Probability recommended as MTD22",0.2656,0.5408,0.1792,0.0144,0
"Probability of clinician DLT23",0.15,0.2,0.25,0.4,0.55
"Probability of patient DLT23",0.35,0.5,0.65,0.8,0.85
"Probability recommended as MTD23",0.6016,0.3608,0.0376,0,0
"Probability of clinician DLT24",0.2,0.25,0.4,0.55,0.6
"Probability of patient DLT24",0.04,0.09,0.17,0.2,0.25
"Probability recommended as MTD24",0.2016,0.4944,0.268,0.0352,8e-04
"Probability of clinician DLT25",0.2,0.25,0.4,0.55,0.6
"Probability of patient DLT25",0.09,0.17,0.2,0.25,0.35
"Probability recommended as MTD25",0.212,0.5128,0.2448,0.0304,0
"Probability of clinician DLT26",0.2,0.25,0.4,0.55,0.6
"Probability of patient DLT26",0.17,0.2,0.25,0.35,0.5
"Probability recommended as MTD26",0.2272,0.5192,0.2288,0.024,8e-04
"Probability of clinician DLT27",0.2,0.25,0.4,0.55,0.6
"Probability of patient DLT27",0.2,0.25,0.35,0.5,0.65
"Probability recommended as MTD27",0.2488,0.5464,0.192,0.012,8e-04
"Probability of clinician DLT28",0.2,0.25,0.4,0.55,0.6
"Probability of patient DLT28",0.25,0.35,0.5,0.65,0.8
"Probability recommended as MTD28",0.3624,0.5368,0.0968,0.004,0
"Probability of clinician DLT29",0.2,0.25,0.4,0.55,0.6
"Probability of patient DLT29",0.35,0.5,0.65,0.8,0.85
"Probability recommended as MTD29",0.668,0.3104,0.0208,8e-04,0
"Probability of clinician DLT30",0.25,0.4,0.55,0.6,0.7
