"","1","2","3","4","5"
"Probability of clinician DLT",0.05,0.1,0.12,0.15,0.2
"Probability of patient DLT",0.04,0.09,0.17,0.2,0.25
"Probability recommended as MTD",0.0016,0.0592,0.256,0.4064,0.2768
"Probability of clinician DLT1",0.05,0.1,0.12,0.15,0.2
"Probability of patient DLT1",0.09,0.17,0.2,0.25,0.35
"Probability recommended as MTD1",0.0032,0.0992,0.3544,0.3744,0.1688
"Probability of clinician DLT2",0.05,0.1,0.12,0.15,0.2
"Probability of patient DLT2",0.17,0.2,0.25,0.35,0.5
"Probability recommended as MTD2",0.024,0.196,0.36,0.3328,0.0872
"Probability of clinician DLT3",0.05,0.1,0.12,0.15,0.2
"Probability of patient DLT3",0.2,0.25,0.35,0.5,0.65
"Probability recommended as MTD3",0.0544,0.2904,0.472,0.1688,0.0144
"Probability of clinician DLT4",0.05,0.1,0.12,0.15,0.2
"Probability of patient DLT4",0.25,0.35,0.5,0.65,0.8
"Probability recommended as MTD4",0.172,0.5072,0.296,0.0248,0
"Probability of clinician DLT5",0.05,0.1,0.12,0.15,0.2
"Probability of patient DLT5",0.35,0.5,0.65,0.8,0.85
"Probability recommended as MTD5",0.5592,0.3792,0.0608,8e-04,0
"Probability of clinician DLT6",0.1,0.12,0.15,0.2,0.25
"Probability of patient DLT6",0.04,0.09,0.17,0.2,0.25
"Probability recommended as MTD6",0.0176,0.1208,0.3464,0.3336,0.1816
"Probability of clinician DLT7",0.1,0.12,0.15,0.2,0.25
"Probability of patient DLT7",0.09,0.17,0.2,0.25,0.35
"Probability recommended as MTD7",0.012,0.156,0.3408,0.3408,0.1504
"Probability of clinician DLT8",0.1,0.12,0.15,0.2,0.25
"Probability of patient DLT8",0.17,0.2,0.25,0.35,0.5
"Probability recommended as MTD8",0.0456,0.2328,0.4,0.2624,0.0592
"Probability of clinician DLT9",0.1,0.12,0.15,0.2,0.25
"Probability of patient DLT9",0.2,0.25,0.35,0.5,0.65
"Probability recommended as MTD9",0.0616,0.3408,0.436,0.1528,0.0088
"Probability of clinician DLT10",0.1,0.12,0.15,0.2,0.25
"Probability of patient DLT10",0.25,0.35,0.5,0.65,0.8
"Probability recommended as MTD10",0.1712,0.484,0.3112,0.0336,0
"Probability of clinician DLT11",0.1,0.12,0.15,0.2,0.25
"Probability of patient DLT11",0.35,0.5,0.65,0.8,0.85
"Probability recommended as MTD11",0.5816,0.364,0.0504,0.004,0
"Probability of clinician DLT12",0.12,0.15,0.2,0.25,0.4
"Probability of patient DLT12",0.04,0.09,0.17,0.2,0.25
"Probability recommended as MTD12",0.0264,0.2136,0.3384,0.3064,0.1152
"Probability of clinician DLT13",0.12,0.15,0.2,0.25,0.4
"Probability of patient DLT13",0.09,0.17,0.2,0.25,0.35
"Probability recommended as MTD13",0.0408,0.228,0.3712,0.2712,0.0888
"Probability of clinician DLT14",0.12,0.15,0.2,0.25,0.4
"Probability of patient DLT14",0.17,0.2,0.25,0.35,0.5
"Probability recommended as MTD14",0.0536,0.276,0.3856,0.2456,0.0392
"Probability of clinician DLT15",0.12,0.15,0.2,0.25,0.4
"Probability of patient DLT15",0.2,0.25,0.35,0.5,0.65
"Probability recommended as MTD15",0.0544,0.3384,0.4456,0.1544,0.0072
"Probability of clinician DLT16",0.12,0.15,0.2,0.25,0.4
"Probability of patient DLT16",0.25,0.35,0.5,0.65,0.8
"Probability recommended as MTD16",0.192,0.512,0.2632,0.0312,0.0016
"Probability of clinician DLT17",0.12,0.15,0.2,0.25,0.4
"Probability of patient DLT17",0.35,0.5,0.65,0.8,0.85
"Probability recommended as MTD17",0.5592,0.3856,0.0552,0,0
"Probability of clinician DLT18",0.15,0.2,0.25,0.4,0.55
"Probability of patient DLT18",0.04,0.09,0.17,0.2,0.25
"Probability recommended as MTD18",0.0816,0.332,0.3984,0.1672,0.0208
"Probability of clinician DLT19",0.15,0.2,0.25,0.4,0.55
"Probability of patient DLT19",0.09,0.17,0.2,0.25,0.35
"Probability recommended as MTD19",0.0976,0.328,0.3952,0.164,0.0152
"Probability of clinician DLT20",0.15,0.2,0.25,0.4,0.55
"Probability of patient DLT20",0.17,0.2,0.25,0.35,0.5
"Probability recommended as MTD20",0.1032,0.3296,0.3832,0.1672,0.0168
"Probability of clinician DLT21",0.15,0.2,0.25,0.4,0.55
"Probability of patient DLT21",0.2,0.25,0.35,0.5,0.65
"Probability recommended as MTD21",0.1288,0.3944,0.3568,0.108,0.012
"Probability of clinician DLT22",0.15,0.2,0.25,0.4,0.55
"Probability of patient DLT22",0.25,0.35,0.5,0.65,0.8
"Probability recommended as MTD22",0.24,0.5112,0.2272,0.0208,8e-04
"Probability of clinician DLT23",0.15,0.2,0.25,0.4,0.55
"Probability of patient DLT23",0.35,0.5,0.65,0.8,0.85
"Probability recommended as MTD23",0.568,0.3824,0.0472,0.0024,0
"Probability of clinician DLT24",0.2,0.25,0.4,0.55,0.6
"Probability of patient DLT24",0.04,0.09,0.17,0.2,0.25
"Probability recommended as MTD24",0.2016,0.488,0.272,0.0368,0.0016
"Probability of clinician DLT25",0.2,0.25,0.4,0.55,0.6
"Probability of patient DLT25",0.09,0.17,0.2,0.25,0.35
"Probability recommended as MTD25",0.208,0.4968,0.2528,0.0408,0.0016
"Probability of clinician DLT26",0.2,0.25,0.4,0.55,0.6
"Probability of patient DLT26",0.17,0.2,0.25,0.35,0.5
"Probability recommended as MTD26",0.208,0.4992,0.26,0.032,8e-04
"Probability of clinician DLT27",0.2,0.25,0.4,0.55,0.6
"Probability of patient DLT27",0.2,0.25,0.35,0.5,0.65
"Probability recommended as MTD27",0.2272,0.496,0.2408,0.032,0.004
"Probability of clinician DLT28",0.2,0.25,0.4,0.55,0.6
"Probability of patient DLT28",0.25,0.35,0.5,0.65,0.8
"Probability recommended as MTD28",0.2864,0.5168,0.1824,0.0144,0
"Probability of clinician DLT29",0.2,0.25,0.4,0.55,0.6
"Probability of patient DLT29",0.35,0.5,0.65,0.8,0.85
"Probability recommended as MTD29",0.5856,0.3744,0.0392,8e-04,0
"Probability of clinician DLT30",0.25,0.4,0.55,0.6,0.7
