"","1","2","3","4","5"
"Probability of clinician DLT",0.05,0.1,0.12,0.15,0.2
"Probability of efficacy",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD",0.6692,0.1242,0.0954,0.0284,0.0828
"Probability of clinician DLT1",0.05,0.1,0.12,0.15,0.2
"Probability of efficacy1",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD1",0.8464,0.1072,0.0318,0.0096,0.005
"Probability of clinician DLT2",0.05,0.1,0.12,0.15,0.2
"Probability of efficacy2",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD2",0.3574,0.2938,0.1798,0.0456,0.1234
"Probability of clinician DLT3",0.05,0.1,0.12,0.15,0.2
"Probability of efficacy3",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD3",0.396,0.4216,0.1342,0.033,0.0152
"Probability of clinician DLT4",0.05,0.1,0.12,0.15,0.2
"Probability of efficacy4",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD4",0.0946,0.1966,0.3952,0.0972,0.2164
"Probability of clinician DLT5",0.05,0.1,0.12,0.15,0.2
"Probability of efficacy5",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD5",0.1146,0.2388,0.468,0.1018,0.0768
"Probability of clinician DLT6",0.05,0.1,0.12,0.15,0.2
"Probability of efficacy6",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD6",0.0234,0.0604,0.238,0.2396,0.4386
"Probability of clinician DLT7",0.05,0.1,0.12,0.15,0.2
"Probability of efficacy7",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD7",0.0256,0.0718,0.276,0.3176,0.309
"Probability of clinician DLT8",0.05,0.1,0.12,0.15,0.2
"Probability of efficacy8",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD8",0.005,0.0098,0.0694,0.1908,0.725
"Probability of clinician DLT9",0.1,0.12,0.15,0.2,0.25
"Probability of efficacy9",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD9",0.6788,0.1262,0.0982,0.0336,0.0632
"Probability of clinician DLT10",0.1,0.12,0.15,0.2,0.25
"Probability of efficacy10",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD10",0.8378,0.1066,0.0378,0.0146,0.0032
"Probability of clinician DLT11",0.1,0.12,0.15,0.2,0.25
"Probability of efficacy11",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD11",0.355,0.301,0.1958,0.0596,0.0884
"Probability of clinician DLT12",0.1,0.12,0.15,0.2,0.25
"Probability of efficacy12",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD12",0.3968,0.415,0.1358,0.0398,0.0122
"Probability of clinician DLT13",0.1,0.12,0.15,0.2,0.25
"Probability of efficacy13",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD13",0.1018,0.2244,0.3964,0.1246,0.1526
"Probability of clinician DLT14",0.1,0.12,0.15,0.2,0.25
"Probability of efficacy14",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD14",0.1252,0.241,0.468,0.1098,0.0558
"Probability of clinician DLT15",0.1,0.12,0.15,0.2,0.25
"Probability of efficacy15",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD15",0.019,0.0746,0.3026,0.2748,0.329
"Probability of clinician DLT16",0.1,0.12,0.15,0.2,0.25
"Probability of efficacy16",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD16",0.022,0.0896,0.3274,0.3274,0.2336
"Probability of clinician DLT17",0.1,0.12,0.15,0.2,0.25
"Probability of efficacy17",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD17",0.0052,0.0188,0.1426,0.3074,0.526
"Probability of clinician DLT18",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy18",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD18",0.709,0.1358,0.0994,0.0422,0.0132
"Probability of clinician DLT19",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy19",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD19",0.8278,0.1094,0.0428,0.0176,0.0016
"Probability of clinician DLT20",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy20",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD20",0.3742,0.3278,0.197,0.081,0.0198
"Probability of clinician DLT21",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy21",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD21",0.4088,0.4094,0.1326,0.0462,0.0026
"Probability of clinician DLT22",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy22",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD22",0.1122,0.2676,0.4246,0.1598,0.0358
"Probability of clinician DLT23",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy23",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD23",0.1318,0.298,0.4454,0.1112,0.0126
