"","1","2","3","4","5"
"Probability of clinician DLT",0.05,0.1,0.12,0.15,0.2
"Probability of efficacy",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD",0.04,0.3722,0.34,0.1148,0.1172
"Probability of clinician DLT1",0.05,0.1,0.12,0.15,0.2
"Probability of efficacy1",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD1",0.222,0.4748,0.1838,0.0844,0.0172
"Probability of clinician DLT2",0.05,0.1,0.12,0.15,0.2
"Probability of efficacy2",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD2",0.009,0.3316,0.3768,0.1304,0.135
"Probability of clinician DLT3",0.05,0.1,0.12,0.15,0.2
"Probability of efficacy3",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD3",0.0184,0.522,0.2996,0.1102,0.0314
"Probability of clinician DLT4",0.05,0.1,0.12,0.15,0.2
"Probability of efficacy4",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD4",0.0044,0.1274,0.4788,0.1948,0.1778
"Probability of clinician DLT5",0.05,0.1,0.12,0.15,0.2
"Probability of efficacy5",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD5",0.0066,0.16,0.5748,0.1596,0.0828
"Probability of clinician DLT6",0.05,0.1,0.12,0.15,0.2
"Probability of efficacy6",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD6",0.0022,0.0538,0.2882,0.3434,0.295
"Probability of clinician DLT7",0.05,0.1,0.12,0.15,0.2
"Probability of efficacy7",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD7",0.0018,0.0588,0.3154,0.3916,0.215
"Probability of clinician DLT8",0.05,0.1,0.12,0.15,0.2
"Probability of efficacy8",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD8",0.0012,0.0382,0.176,0.3294,0.4376
"Probability of clinician DLT9",0.1,0.12,0.15,0.2,0.25
"Probability of efficacy9",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD9",0.06,0.3916,0.3346,0.1058,0.06
"Probability of clinician DLT10",0.1,0.12,0.15,0.2,0.25
"Probability of efficacy10",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD10",0.2064,0.449,0.211,0.077,0.0108
"Probability of clinician DLT11",0.1,0.12,0.15,0.2,0.25
"Probability of efficacy11",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD11",0.0214,0.3752,0.357,0.123,0.077
"Probability of clinician DLT12",0.1,0.12,0.15,0.2,0.25
"Probability of efficacy12",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD12",0.0324,0.5428,0.268,0.0926,0.0184
"Probability of clinician DLT13",0.1,0.12,0.15,0.2,0.25
"Probability of efficacy13",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD13",0.0132,0.1874,0.4916,0.1662,0.0956
"Probability of clinician DLT14",0.1,0.12,0.15,0.2,0.25
"Probability of efficacy14",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD14",0.0134,0.2118,0.5502,0.1446,0.0376
"Probability of clinician DLT15",0.1,0.12,0.15,0.2,0.25
"Probability of efficacy15",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD15",0.01,0.1142,0.3814,0.3068,0.1428
"Probability of clinician DLT16",0.1,0.12,0.15,0.2,0.25
"Probability of efficacy16",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD16",0.0106,0.1176,0.3992,0.3218,0.106
"Probability of clinician DLT17",0.1,0.12,0.15,0.2,0.25
"Probability of efficacy17",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD17",0.0108,0.0932,0.2958,0.3366,0.2184
"Probability of clinician DLT18",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy18",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD18",0.0864,0.463,0.2912,0.0776,0.0062
"Probability of clinician DLT19",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy19",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD19",0.218,0.4542,0.2008,0.0486,0.002
"Probability of clinician DLT20",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy20",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD20",0.0454,0.4516,0.3294,0.0866,0.0084
"Probability of clinician DLT21",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy21",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD21",0.0512,0.5646,0.2396,0.059,0.0014
"Probability of clinician DLT22",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy22",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD22",0.0376,0.2966,0.4588,0.1136,0.0106
"Probability of clinician DLT23",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy23",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD23",0.0402,0.3094,0.481,0.0872,0.004
