"","1","2","3","4","5"
"Probability of clinician DLT",0.05,0.1,0.12,0.15,0.2
"Probability of efficacy",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD",0.2544,0.3376,0.248,0.0584,0.0832
"Probability of clinician DLT1",0.05,0.1,0.12,0.15,0.2
"Probability of efficacy1",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD1",0.5424,0.3112,0.0864,0.0336,0.0096
"Probability of clinician DLT2",0.05,0.1,0.12,0.15,0.2
"Probability of efficacy2",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD2",0.0888,0.4384,0.2944,0.0632,0.0944
"Probability of clinician DLT3",0.05,0.1,0.12,0.15,0.2
"Probability of efficacy3",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD3",0.1424,0.5936,0.1712,0.0488,0.0224
"Probability of clinician DLT4",0.05,0.1,0.12,0.15,0.2
"Probability of efficacy4",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD4",0.0248,0.2032,0.4528,0.1448,0.1552
"Probability of clinician DLT5",0.05,0.1,0.12,0.15,0.2
"Probability of efficacy5",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD5",0.0344,0.2392,0.5312,0.112,0.0616
"Probability of clinician DLT6",0.05,0.1,0.12,0.15,0.2
"Probability of efficacy6",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD6",0.0088,0.0848,0.3112,0.3136,0.2616
"Probability of clinician DLT7",0.05,0.1,0.12,0.15,0.2
"Probability of efficacy7",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD7",0.0096,0.0864,0.336,0.3672,0.1808
"Probability of clinician DLT8",0.05,0.1,0.12,0.15,0.2
"Probability of efficacy8",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD8",0.0032,0.0296,0.1312,0.3088,0.5128
"Probability of clinician DLT9",0.1,0.12,0.15,0.2,0.25
"Probability of efficacy9",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD9",0.2816,0.324,0.2328,0.0752,0.0472
"Probability of clinician DLT10",0.1,0.12,0.15,0.2,0.25
"Probability of efficacy10",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD10",0.532,0.2784,0.0888,0.0456,0.0056
"Probability of clinician DLT11",0.1,0.12,0.15,0.2,0.25
"Probability of efficacy11",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD11",0.0992,0.4296,0.3024,0.0704,0.0488
"Probability of clinician DLT12",0.1,0.12,0.15,0.2,0.25
"Probability of efficacy12",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD12",0.1336,0.5736,0.1848,0.0496,0.008
"Probability of clinician DLT13",0.1,0.12,0.15,0.2,0.25
"Probability of efficacy13",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD13",0.0336,0.2456,0.4632,0.1248,0.0872
"Probability of clinician DLT14",0.1,0.12,0.15,0.2,0.25
"Probability of efficacy14",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD14",0.0344,0.2824,0.5248,0.0864,0.032
"Probability of clinician DLT15",0.1,0.12,0.15,0.2,0.25
"Probability of efficacy15",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD15",0.0112,0.1024,0.3728,0.32,0.1464
"Probability of clinician DLT16",0.1,0.12,0.15,0.2,0.25
"Probability of efficacy16",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD16",0.0136,0.116,0.376,0.3432,0.104
"Probability of clinician DLT17",0.1,0.12,0.15,0.2,0.25
"Probability of efficacy17",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD17",0.0072,0.068,0.244,0.3456,0.2968
"Probability of clinician DLT18",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy18",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD18",0.2984,0.3768,0.2048,0.052,0.004
"Probability of clinician DLT19",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy19",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD19",0.5224,0.2672,0.1008,0.0336,0.0016
"Probability of clinician DLT20",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy20",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD20",0.1144,0.4936,0.2448,0.0544,0.008
"Probability of clinician DLT21",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy21",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD21",0.1304,0.5696,0.1624,0.0448,0.004
"Probability of clinician DLT22",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy22",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD22",0.048,0.3312,0.4264,0.1016,0.0088
"Probability of clinician DLT23",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy23",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD23",0.06,0.3576,0.4336,0.0624,0.0064
