"","1","2","3","4","5"
"Probability of clinician DLT",0.05,0.05,0.25,0.4,0.55
"Probability of patient DLT",0.17,0.18,0.35,0.5,0.65
"Probability recommended as MTD",0.0414,0.3492,0.5452,0.0622,0.002
"Probability of clinician DLT1",0.05,0.25,0.4,0.55,0.7
"Probability of patient DLT1",0.1,0.15,0.35,0.5,0.65
"Probability recommended as MTD1",0.0778,0.6714,0.2416,0.0092,0
"Probability of clinician DLT2",0.01,0.02,0.05,0.1,0.25
"Probability of patient DLT2",0.04,0.09,0.17,0.2,0.35
"Probability recommended as MTD2",2e-04,0.023,0.2438,0.5,0.233
"Probability of clinician DLT3",0.02,0.05,0.1,0.25,0.4
"Probability of patient DLT3",0.09,0.17,0.2,0.35,0.5
"Probability recommended as MTD3",0.0042,0.1438,0.464,0.3596,0.0284
"Probability of clinician DLT4",0.05,0.1,0.16,0.25,0.4
"Probability of patient DLT4",0.05,0.2,0.35,0.5,0.65
"Probability recommended as MTD4",0.0094,0.3228,0.5402,0.1254,0.0022
"Probability of clinician DLT5",0.05,0.18,0.2,0.25,0.4
"Probability of patient DLT5",0.17,0.35,0.5,0.65,0.8
"Probability recommended as MTD5",0.145,0.6686,0.1778,0.0086,0
"Probability of clinician DLT6",0.01,0.05,0.1,0.16,0.25
"Probability of patient DLT6",0.04,0.05,0.2,0.35,0.5
"Probability recommended as MTD6",0,0.035,0.394,0.4912,0.0798
"Probability of clinician DLT7",0.25,0.4,0.55,0.7,0.8
"Probability of patient DLT7",0.35,0.5,0.65,0.8,0.85
"Probability recommended as MTD7",0.858,0.1394,0.0026,0,0
"Probability of clinician DLT8",0.45,0.5,0.55,0.7,0.8
"Probability of patient DLT8",0.55,0.6,0.65,0.8,0.85
"Probability recommended as MTD8",0.919,0.0074,2e-04,0,0
