"","1","2","3","4","5"
"Probability of clinician DLT",0.05,0.1,0.12,0.15,0.2
"Probability of patient DLT",0.04,0.09,0.17,0.2,0.25
"Probability recommended as MTD",0,0.0072,0.0944,0.4,0.4984
"Probability of clinician DLT1",0.05,0.1,0.12,0.15,0.2
"Probability of patient DLT1",0.09,0.17,0.2,0.25,0.35
"Probability recommended as MTD1",0,0.0224,0.1808,0.4784,0.3184
"Probability of clinician DLT2",0.05,0.1,0.12,0.15,0.2
"Probability of patient DLT2",0.17,0.2,0.25,0.35,0.5
"Probability recommended as MTD2",0.0032,0.0624,0.356,0.4928,0.0856
"Probability of clinician DLT3",0.05,0.1,0.12,0.15,0.2
"Probability of patient DLT3",0.2,0.25,0.35,0.5,0.65
"Probability recommended as MTD3",0.0168,0.2224,0.6248,0.1352,8e-04
"Probability of clinician DLT4",0.05,0.1,0.12,0.15,0.2
"Probability of patient DLT4",0.25,0.35,0.5,0.65,0.8
"Probability recommended as MTD4",0.1512,0.6224,0.224,0.0024,0
"Probability of clinician DLT5",0.05,0.1,0.12,0.15,0.2
"Probability of patient DLT5",0.35,0.5,0.65,0.8,0.85
"Probability recommended as MTD5",0.7368,0.2584,0.0032,0,0
"Probability of clinician DLT6",0.1,0.12,0.15,0.2,0.25
"Probability of patient DLT6",0.04,0.09,0.17,0.2,0.25
"Probability recommended as MTD6",8e-04,0.0352,0.244,0.4584,0.2616
"Probability of clinician DLT7",0.1,0.12,0.15,0.2,0.25
"Probability of patient DLT7",0.09,0.17,0.2,0.25,0.35
"Probability recommended as MTD7",0.0016,0.044,0.2568,0.4864,0.2112
"Probability of clinician DLT8",0.1,0.12,0.15,0.2,0.25
"Probability of patient DLT8",0.17,0.2,0.25,0.35,0.5
"Probability recommended as MTD8",0.0048,0.0976,0.432,0.4168,0.0488
"Probability of clinician DLT9",0.1,0.12,0.15,0.2,0.25
"Probability of patient DLT9",0.2,0.25,0.35,0.5,0.65
"Probability recommended as MTD9",0.0208,0.2336,0.6216,0.1216,0.0024
"Probability of clinician DLT10",0.1,0.12,0.15,0.2,0.25
"Probability of patient DLT10",0.25,0.35,0.5,0.65,0.8
"Probability recommended as MTD10",0.1472,0.6272,0.2208,0.0048,0
"Probability of clinician DLT11",0.1,0.12,0.15,0.2,0.25
"Probability of patient DLT11",0.35,0.5,0.65,0.8,0.85
"Probability recommended as MTD11",0.7448,0.2488,0.0064,0,0
"Probability of clinician DLT12",0.12,0.15,0.2,0.25,0.4
"Probability of patient DLT12",0.04,0.09,0.17,0.2,0.25
"Probability recommended as MTD12",0.0072,0.1104,0.412,0.3976,0.0728
"Probability of clinician DLT13",0.12,0.15,0.2,0.25,0.4
"Probability of patient DLT13",0.09,0.17,0.2,0.25,0.35
"Probability recommended as MTD13",0.0088,0.112,0.3992,0.4224,0.0576
"Probability of clinician DLT14",0.12,0.15,0.2,0.25,0.4
"Probability of patient DLT14",0.17,0.2,0.25,0.35,0.5
"Probability recommended as MTD14",0.0152,0.1256,0.4672,0.3632,0.0288
"Probability of clinician DLT15",0.12,0.15,0.2,0.25,0.4
"Probability of patient DLT15",0.2,0.25,0.35,0.5,0.65
"Probability recommended as MTD15",0.0232,0.2672,0.5912,0.1176,8e-04
"Probability of clinician DLT16",0.12,0.15,0.2,0.25,0.4
"Probability of patient DLT16",0.25,0.35,0.5,0.65,0.8
"Probability recommended as MTD16",0.1504,0.6608,0.188,8e-04,0
"Probability of clinician DLT17",0.12,0.15,0.2,0.25,0.4
"Probability of patient DLT17",0.35,0.5,0.65,0.8,0.85
"Probability recommended as MTD17",0.7528,0.2432,0.0032,0,0
"Probability of clinician DLT18",0.15,0.2,0.25,0.4,0.55
"Probability of patient DLT18",0.04,0.09,0.17,0.2,0.25
"Probability recommended as MTD18",0.0448,0.2752,0.5624,0.116,0.0016
"Probability of clinician DLT19",0.15,0.2,0.25,0.4,0.55
"Probability of patient DLT19",0.09,0.17,0.2,0.25,0.35
"Probability recommended as MTD19",0.0392,0.28,0.5528,0.128,0
"Probability of clinician DLT20",0.15,0.2,0.25,0.4,0.55
"Probability of patient DLT20",0.17,0.2,0.25,0.35,0.5
"Probability recommended as MTD20",0.0496,0.2864,0.5464,0.116,0.0016
"Probability of clinician DLT21",0.15,0.2,0.25,0.4,0.55
"Probability of patient DLT21",0.2,0.25,0.35,0.5,0.65
"Probability recommended as MTD21",0.0592,0.3352,0.5344,0.0704,8e-04
"Probability of clinician DLT22",0.15,0.2,0.25,0.4,0.55
"Probability of patient DLT22",0.25,0.35,0.5,0.65,0.8
"Probability recommended as MTD22",0.1896,0.608,0.2008,0.0016,0
"Probability of clinician DLT23",0.15,0.2,0.25,0.4,0.55
"Probability of patient DLT23",0.35,0.5,0.65,0.8,0.85
"Probability recommended as MTD23",0.7528,0.244,0.0032,0,0
"Probability of clinician DLT24",0.2,0.25,0.4,0.55,0.6
"Probability of patient DLT24",0.04,0.09,0.17,0.2,0.25
"Probability recommended as MTD24",0.1816,0.628,0.1904,0,0
"Probability of clinician DLT25",0.2,0.25,0.4,0.55,0.6
"Probability of patient DLT25",0.09,0.17,0.2,0.25,0.35
"Probability recommended as MTD25",0.216,0.6016,0.1792,0.0024,0
"Probability of clinician DLT26",0.2,0.25,0.4,0.55,0.6
"Probability of patient DLT26",0.17,0.2,0.25,0.35,0.5
"Probability recommended as MTD26",0.1968,0.6248,0.1744,0.004,0
"Probability of clinician DLT27",0.2,0.25,0.4,0.55,0.6
"Probability of patient DLT27",0.2,0.25,0.35,0.5,0.65
"Probability recommended as MTD27",0.2072,0.5888,0.2024,0.0016,0
"Probability of clinician DLT28",0.2,0.25,0.4,0.55,0.6
"Probability of patient DLT28",0.25,0.35,0.5,0.65,0.8
"Probability recommended as MTD28",0.2744,0.608,0.1168,8e-04,0
"Probability of clinician DLT29",0.2,0.25,0.4,0.55,0.6
"Probability of patient DLT29",0.35,0.5,0.65,0.8,0.85
"Probability recommended as MTD29",0.7584,0.2328,0.0088,0,0
"Probability of clinician DLT30",0.25,0.4,0.55,0.6,0.7
"Probability of patient DLT30",0.04,0.09,0.17,0.2,0.25
